position,overall,wage_eur,age,height_cm,weight_kg,club_name,nationality_name
Defense,93,650.0,27,174,63,Clube Sport Marítimo,Saudi Arabia
Midfield,88,550.0,32,190,81,Portimonense SC,Hungary
Offense,49,70000.0,25,172,79,Blackpool,Puerto Rico
GoalKeeper,63,600.0,18,170,61,Bradford City,Curacao
Defense,59,11000.0,26,183,72,1. FC Köln,Romania
Defense,87,25000.0,24,182,74,Gil Vicente FC,Netherlands
Defense,52,87000.0,35,180,70,Bohemian FC,Spain
Offense,77,210000.0,30,168,66,Hertha BSC,Niger
Midfield,76,74000.0,31,178,69,AEK Athens,Angola
Offense,70,60000.0,28,177,69,RCD Espanyol de Barcelona,Guam
Midfield,80,28000.0,19,193,82,Club Atlas,Greece
Defense,65,135000.0,37,174,71,Abha Club,Brazil
Offense,55,115000.0,22,178,72,Gangwon FC,Malaysia
Offense,66,53000.0,18,185,81,Borussia Dortmund II,Guatemala
Midfield,61,40000.0,25,180,78,SD Huesca,Israel
Offense,85,74000.0,24,180,70,AC Ajaccio,Romania
GoalKeeper,76,200000.0,21,176,107,KRC Genk,El Salvador
Defense,56,25000.0,25,180,80,Club Atlético Peñarol,Switzerland
GoalKeeper,86,78000.0,20,180,80,Swansea City,Guam
GoalKeeper,88,53000.0,28,185,82,Bolton Wanderers,Iraq
Midfield,87,650.0,29,179,70,AC Ajaccio,Côte d'Ivoire
Offense,51,56000.0,22,185,70,Gimnasia y Esgrima La Plata,England
Midfield,78,68000.0,20,190,85,Aston Villa,Lebanon
GoalKeeper,84,220000.0,18,182,77,Sandefjord Fotball,Belgium
Midfield,66,77000.0,25,184,77,Southampton,Montenegro
GoalKeeper,63,72000.0,19,182,69,WSG Tirol,Poland
Offense,81,8000.0,25,186,80,Crystal Palace,Suriname
Defense,55,320000.0,27,174,73,Qingdao FC,Morocco
Midfield,70,69000.0,41,184,75,Club América,Georgia
Defense,49,260000.0,29,180,75,Jeonbuk Hyundai Motors,Spain
Midfield,93,230000.0,23,188,79,Patronato,Bosnia and Herzegovina
Offense,60,180000.0,28,189,79,Sporting Kansas City,Russia
Offense,74,73000.0,20,182,75,FC Augsburg,Japan
GoalKeeper,63,60000.0,18,181,77,Cambridge United,Kenya
Defense,84,72000.0,25,175,72,Sunderland,Mexico
Offense,91,600.0,22,188,88,Warta Poznań,Finland
GoalKeeper,86,40000.0,18,183,75,Royale Union Saint-Gilloise,Guinea Bissau
GoalKeeper,49,36000.0,24,194,75,KSV Cercle Brugge,Benin
Defense,86,34000.0,23,181,68,Bristol City,Chad
Offense,83,74000.0,29,188,80,FC Nordsjælland,Mauritius
Midfield,54,25000.0,33,174,66,Karlsruher SC,Brazil
Midfield,62,165000.0,24,181,93,Al Fayha,Cyprus
Midfield,76,74000.0,17,179,75,Al Shabab,Madagascar
Defense,52,80000.0,28,174,80,Livingston FC,Cyprus
Offense,64,250000.0,30,172,79,D.C. United,Uzbekistan
Defense,61,150000.0,26,175,69,Club Atlético Palmaflor,Sweden
GoalKeeper,52,145000.0,26,172,56,AS Nancy Lorraine,Belarus
Midfield,67,13000.0,31,182,76,Colorado Rapids,Romania
Defense,60,70000.0,27,181,74,K Beerschot VA,Portugal
GoalKeeper,91,51000.0,31,193,87,Newell's Old Boys,England
Offense,50,52000.0,30,178,75,AC Ajaccio,North Macedonia
Midfield,82,2000.0,31,170,74,Pohang Steelers,Bulgaria
Defense,79,79000.0,30,178,77,AS Saint-Étienne,Senegal
Midfield,90,170000.0,26,177,65,Lillestrøm SK,England
GoalKeeper,93,185000.0,19,168,69,Shonan Bellmare,Saudi Arabia
Defense,55,18000.0,36,190,84,Nashville SC,Ukraine
Offense,73,5000.0,24,191,75,LDU Quito,Germany
Defense,70,58000.0,22,180,77,Chelsea,Japan
Offense,72,83000.0,24,177,73,Al Faisaly,Georgia
Midfield,53,40000.0,25,180,75,SV Meppen,France
Offense,80,200000.0,28,186,81,Club Independiente Santa Fe,Brazil
Defense,75,82000.0,23,185,66,SC Bastia,Kazakhstan
Defense,54,34000.0,26,183,75,Club Olimpia,Haiti
Offense,89,22000.0,21,176,68,Abha Club,Jamaica
GoalKeeper,52,85000.0,32,191,76,San Lorenzo de Almagro,England
Offense,91,77000.0,29,183,76,Inter,Saint Lucia
GoalKeeper,47,17000.0,19,172,97,Olympiacos CFP,Lebanon
Defense,86,41000.0,24,186,73,Newcastle Jets,United Arab Emirates
Defense,53,260000.0,22,188,87,Empoli,Jamaica
GoalKeeper,83,67000.0,21,194,90,Silkeborg IF,Moldova
Midfield,69,48000.0,20,165,74,Shenzhen FC,Italy
Offense,52,83000.0,24,187,80,Argentinos Juniors,Iran
Midfield,85,100000.0,23,181,77,CD Mirandés,Sierra Leone
Offense,80,64000.0,23,172,68,Club Atlético Aldosivi,Grenada
Midfield,85,35000.0,23,175,69,Sint-Truidense VV,Denmark
GoalKeeper,83,150000.0,20,178,71,Olympique de Marseille,France
Defense,57,83000.0,19,175,71,San Jose Earthquakes,Togo
GoalKeeper,84,28000.0,27,190,99,FC Lausanne-Sport,Israel
GoalKeeper,85,42000.0,19,176,77,New England Revolution,Denmark
Offense,73,60000.0,28,188,83,Pohang Steelers,Côte d'Ivoire
Midfield,66,81000.0,22,174,70,SG Dynamo Dresden,Spain
Defense,51,74000.0,22,176,72,Bradford City,Belgium
Defense,63,10000.0,22,190,75,CD Tenerife,Lithuania
Offense,64,49000.0,18,187,78,Grenoble Foot 38,Namibia
Midfield,62,19000.0,26,175,72,Club Atlético Nacional Potosí,Saudi Arabia
Midfield,50,59000.0,21,183,66,Aarhus GF,Kosovo
Offense,90,50000.0,29,189,80,HJK Helsinki,Ecuador
Offense,48,88000.0,30,188,76,KSV Cercle Brugge,Comoros
Defense,80,56000.0,23,191,86,Dynamo Kyiv,Scotland
GoalKeeper,85,55000.0,19,189,75,FC Academica Clinceni,Denmark
Midfield,70,54000.0,27,186,79,PEC Zwolle,Philippines
Midfield,53,11000.0,19,180,78,Belenenses SAD,Hungary
Defense,54,78000.0,18,185,74,AS Monaco,Wales
Defense,52,62000.0,27,175,66,AC Monza,Lebanon
GoalKeeper,76,30000.0,35,188,80,SC Freiburg II,Russia
Defense,58,135000.0,19,176,63,Shenzhen FC,Kenya
Defense,88,63000.0,30,180,70,Lech Poznań,Albania
GoalKeeper,85,95000.0,28,186,78,Hajduk Split,France
Defense,61,81000.0,30,168,61,Oud-Heverlee Leuven,Israel
Midfield,72,30000.0,21,173,66,WSG Tirol,Japan
Defense,75,19000.0,19,198,89,Bradford City,Australia
Defense,62,35000.0,23,180,73,Philadelphia Union,Costa Rica
Midfield,77,70000.0,33,180,72,SK Austria Klagenfurt,Japan
Offense,88,48000.0,19,173,70,Sport-Club Freiburg,Mexico
Midfield,83,53000.0,25,172,66,Borussia Dortmund II,France
Defense,51,3000.0,29,183,71,Columbus Crew,Puerto Rico
Midfield,68,70000.0,29,174,68,FC Dinamo 1948 Bucureşti,Ecuador
Offense,75,260000.0,29,194,84,Guangzhou FC,Austria
Midfield,50,28000.0,30,181,70,CD Lugo,Liberia
Offense,75,53000.0,27,180,70,Gangwon FC,Switzerland
GoalKeeper,78,17000.0,25,163,64,U.C. Sampdoria,Bolivia
Defense,91,66000.0,25,183,75,CD Lugo,Azerbaijan
Offense,71,59000.0,22,191,85,Coventry City,Dominican Republic
Defense,86,68000.0,25,181,75,Vålerenga Fotball,Netherlands
Midfield,79,58000.0,22,180,73,VfB Stuttgart,Finland
Defense,78,29000.0,18,192,82,Bahia,Estonia
GoalKeeper,60,17000.0,21,177,70,Coventry City,Colombia
Defense,80,25000.0,29,185,70,FC Luzern,Switzerland
Defense,92,18000.0,23,182,70,SC Rheindorf Altach,Ukraine
Offense,50,200000.0,29,186,80,Paris Saint-Germain,Israel
GoalKeeper,54,140000.0,22,180,65,Malmö FF,England
Midfield,90,150000.0,20,183,76,Peterborough United,Palestine
Defense,56,9000.0,25,177,74,KRC Genk,Guinea Bissau
GoalKeeper,61,260000.0,28,196,80,FC Bayern München,England
GoalKeeper,78,73000.0,25,187,80,Willem II,Scotland
GoalKeeper,47,850.0,21,180,90,Atlético Clube Goianiense,Northern Ireland
Offense,61,58000.0,26,180,75,Portland Timbers,United States
Defense,93,87000.0,28,192,80,Brentford,Norway
GoalKeeper,84,20000.0,22,187,81,Bristol Rovers,China PR
Defense,87,170000.0,22,190,87,Newell's Old Boys,Mexico
Defense,86,30000.0,28,193,67,Milton Keynes Dons,Chad
GoalKeeper,93,52000.0,35,188,78,Chongqing Liangjiang Athletic,Saint Lucia
Offense,82,800.0,20,187,83,Bristol City,Iran
GoalKeeper,62,120000.0,20,190,85,Ajax,Mexico
GoalKeeper,87,60000.0,19,187,77,FC Seoul,Guinea Bissau
Midfield,51,41000.0,29,172,67,Bolton Wanderers,New Zealand
GoalKeeper,71,76000.0,26,185,80,Lincoln City,Nigeria
Midfield,68,6000.0,30,178,72,Molde FK,Latvia
Offense,88,46000.0,25,174,78,Real Sociedad B,Angola
GoalKeeper,71,43000.0,22,180,75,Chennaiyin FC,Morocco
Midfield,59,16000.0,26,186,81,Incheon United FC,Eritrea
Defense,74,9000.0,22,182,75,WSG Tirol,Côte d'Ivoire
GoalKeeper,61,39000.0,23,187,83,SpVgg Greuther Fürth,Thailand
GoalKeeper,70,120000.0,24,173,64,FC Red Bull Salzburg,Kenya
GoalKeeper,57,800.0,19,178,76,SK Austria Klagenfurt,Japan
GoalKeeper,49,5000.0,29,175,70,Daegu FC,England
GoalKeeper,77,31000.0,21,186,77,Arsenal de Sarandí,New Zealand
Defense,66,26000.0,19,190,82,Club Atlético Lanús,Wales
Defense,78,87000.0,33,191,104,Burnley,Sweden
Offense,63,70000.0,21,170,65,Viktoria Köln,France
Midfield,70,185000.0,21,188,81,Górnik Łęczna,Germany
Midfield,53,320000.0,25,178,70,Clube Atlético Mineiro,Argentina
Defense,75,64000.0,19,190,83,Rosenborg BK,Algeria
Defense,74,43000.0,29,179,71,Hibernian,Kyrgyzstan
Offense,64,83000.0,26,175,72,CS Mioveni,Kazakhstan
Midfield,72,165000.0,20,175,72,Spartak Moskva,Guinea Bissau
Offense,74,5000.0,27,187,78,Centro Atlético Fénix,Gabon
Offense,64,155000.0,20,174,70,Blackpool,Burundi
Offense,84,84000.0,23,174,70,Club Atlético de San Luis,Korea Republic
Midfield,72,60000.0,20,197,81,New York City FC,El Salvador
Defense,49,26000.0,18,176,72,SC Freiburg II,Equatorial Guinea
Midfield,77,35000.0,19,166,64,Legia Warszawa,Syria
Defense,70,12000.0,24,189,82,Bayer 04 Leverkusen,Saint Kitts and Nevis
Offense,72,11000.0,32,186,78,Montevideo City Torque,Palestine
Offense,57,9000.0,25,172,64,Roma,Italy
Midfield,92,550.0,23,191,80,Tranmere Rovers,Tunisia
GoalKeeper,63,70000.0,20,194,85,Lechia Gdańsk,Greece
Offense,87,260000.0,19,180,66,Sanfrecce Hiroshima,Montserrat
GoalKeeper,85,82000.0,20,185,86,Górnik Łęczna,Curacao
Offense,55,40000.0,24,179,77,Villarreal CF,Denmark
Midfield,80,86000.0,25,174,72,Western United FC,Chile
Offense,79,54000.0,31,183,71,Beijing Guoan FC,Bermuda
GoalKeeper,79,47000.0,19,178,71,VfB Stuttgart,France
Offense,55,35000.0,27,180,74,Club Nacional,Belgium
Offense,84,82000.0,25,196,80,AC Monza,Sudan
Offense,59,160000.0,25,173,68,CD Leganés,Lithuania
Offense,67,195000.0,27,182,72,Villarreal CF,Finland
Defense,55,62000.0,30,170,91,Austin FC,Gambia
Offense,52,12000.0,30,192,86,Rapid București,Honduras
Defense,89,40000.0,18,180,72,Burgos CF,China PR
Defense,85,39000.0,19,195,86,SD Huesca,Iraq
Midfield,87,17000.0,23,190,86,Suwon FC,Argentina
Offense,62,11000.0,28,180,74,São Paulo,Belgium
Midfield,70,900.0,36,178,76,Pohang Steelers,Argentina
Midfield,65,160000.0,18,178,66,SD Huesca,Panama
Offense,52,32000.0,22,165,60,Mazatlán Futbol Club,Slovakia
Offense,59,140000.0,21,187,79,Lecce,Mali
Midfield,49,65000.0,31,183,80,Real Sociedad B,Angola
Offense,68,21000.0,21,189,82,FC Zürich,Syria
GoalKeeper,55,57000.0,26,170,63,São Paulo,United Arab Emirates
Defense,53,21000.0,30,178,75,DSC Arminia Bielefeld,Spain
Midfield,65,46000.0,21,185,72,Cuiabá,Faroe Islands
Offense,54,140000.0,24,167,71,Stade Rennais FC,Mexico
Defense,71,12000.0,20,173,68,Club Atlético Independiente,Barbados
Offense,87,28000.0,24,185,84,Lech Poznań,Colombia
Offense,47,950.0,36,183,54,US Quevilly Rouen Métropole,Guatemala
Midfield,76,86000.0,26,190,87,SD Amorebieta,Norway
Midfield,47,51000.0,24,170,73,Trabzonspor,Guam
Defense,89,67000.0,17,184,78,Oud-Heverlee Leuven,Spain
Midfield,62,21000.0,32,177,74,Dalian Professional Football Club,Moldova
GoalKeeper,62,2000.0,20,185,80,New York City FC,Spain
Offense,52,72000.0,20,180,77,Göztepe SK,Mauritius
GoalKeeper,89,165000.0,18,182,73,Bahia,Montenegro
Defense,85,16000.0,22,179,98,Colorado Rapids,Uganda
GoalKeeper,57,160000.0,18,185,102,FC Zürich,Guinea Bissau
Defense,52,1000.0,22,199,92,Cádiz CF,Iceland
Midfield,90,27000.0,28,174,68,Toulouse Football Club,Comoros
GoalKeeper,58,61000.0,23,190,83,Cracovia,Palestine
Defense,70,18000.0,21,180,75,FSV Zwickau,Malta
Midfield,63,41000.0,22,192,82,Club Necaxa,Germany
GoalKeeper,59,84000.0,19,178,70,Rodez Aveyron Football,Serbia
Defense,54,20000.0,26,189,86,Al Raed,Mozambique
Midfield,70,26000.0,23,182,79,Suwon Samsung Bluewings,Sudan
Midfield,88,260000.0,20,171,68,Waterford FC,China PR
Defense,85,550.0,28,185,78,Millwall,Brazil
Defense,73,500.0,25,180,73,BK Häcken,Korea Republic
Midfield,88,175000.0,26,182,80,Sint-Truidense VV,Venezuela
GoalKeeper,60,83000.0,28,170,74,FC Ingolstadt 04,Kyrgyzstan
Midfield,86,29000.0,21,170,68,Gazişehir Gaziantep F.K.,Namibia
Midfield,73,58000.0,19,176,70,SC East Bengal FC,Sudan
GoalKeeper,86,85000.0,20,181,74,Club Brugge KV,China PR
Midfield,60,49000.0,26,190,82,Tianjin Jinmen Tiger FC,Iceland
Defense,55,600.0,32,185,70,Mumbai City FC,Saint Lucia
Offense,84,43000.0,25,180,71,Sport Club Corinthians Paulista,Costa Rica
Offense,69,750.0,26,170,64,Borussia Mönchengladbach,Kenya
Defense,90,47000.0,31,166,67,Club Necaxa,Kosovo
GoalKeeper,69,41000.0,28,190,75,Scunthorpe United,Congo DR
Defense,88,75000.0,20,193,55,Viktoria Köln,Netherlands
GoalKeeper,89,170000.0,21,196,91,Aytemiz Alanyaspor,Panama
Offense,48,500.0,23,196,80,Hajduk Split,Ethiopia
Offense,48,86000.0,23,188,94,Sepsi OSK Sf. Gheorghe,Guatemala
Defense,74,9000.0,35,183,75,Mjällby AIF,Denmark
Midfield,63,50000.0,18,170,64,Kashima Antlers,Northern Ireland
GoalKeeper,71,185000.0,30,185,80,Cerezo Osaka,Northern Ireland
GoalKeeper,52,73000.0,29,190,81,Napoli,Cameroon
Offense,50,220000.0,28,191,86,Dinamo Zagreb,Faroe Islands
GoalKeeper,62,38000.0,34,172,66,FC Cartagena,Paraguay
GoalKeeper,64,500.0,28,180,75,Centro Atlético Fénix,Malawi
Midfield,75,4000.0,25,172,66,FC Barcelona,Romania
Defense,81,50000.0,25,187,78,GwangJu FC,Palestine
GoalKeeper,55,40000.0,21,167,100,AS Nancy Lorraine,North Macedonia
Offense,81,75000.0,26,188,86,Clermont Foot 63,Panama
Defense,79,57000.0,27,180,76,Palmeiras,France
Offense,65,45000.0,23,179,78,Cádiz CF,Cyprus
Midfield,75,11000.0,29,190,75,Altay SK,Ukraine
Offense,63,12000.0,21,179,65,Club Necaxa,Libya
Offense,92,31000.0,27,187,76,Arsenal de Sarandí,Malawi
GoalKeeper,69,75000.0,24,180,64,Flamengo,Lebanon
Midfield,48,260000.0,17,195,97,Al Faisaly,Congo DR
Defense,91,155000.0,22,187,83,Unión Deportiva Las Palmas,Togo
Defense,54,125000.0,19,168,89,U.S. Sassuolo Calcio,France
Offense,49,47000.0,27,184,72,SønderjyskE,Guam
Defense,85,550.0,23,180,70,KRC Genk,Argentina
Midfield,51,3000.0,20,185,83,Kalmar FF,Barbados
Defense,66,60000.0,28,185,81,Mazatlán Futbol Club,Norway
GoalKeeper,91,40000.0,28,173,68,Club Deportes Tolima,Zimbabwe
GoalKeeper,66,64000.0,21,174,68,Suwon Samsung Bluewings,Paraguay
GoalKeeper,66,140000.0,17,196,75,Venezia FC,Senegal
Defense,49,95000.0,28,178,65,1. FSV Mainz 05,Guam
Offense,79,57000.0,27,183,75,AS Monaco,Denmark
Midfield,90,260000.0,27,184,59,Fluminense,Kenya
Offense,67,160000.0,26,185,72,FC Bayern München,Tunisia
Defense,61,600.0,27,185,83,CD Leganés,Malaysia
Defense,75,105000.0,21,179,70,Cruz Azul,Denmark
Midfield,80,200000.0,24,174,67,Blackburn Rovers,Eritrea
Offense,60,75000.0,25,186,78,AFC Bournemouth,Germany
Offense,47,500.0,24,180,77,FC U Craiova 1948,Bolivia
Midfield,64,165000.0,19,179,69,Górnik Łęczna,Turkey
GoalKeeper,51,28000.0,27,182,73,Leyton Orient,Indonesia
Defense,48,6000.0,21,174,66,Barcelona Sporting Club,Korea Republic
Defense,74,90000.0,32,186,77,Al Batin,Burundi
Midfield,88,550.0,18,177,75,Mumbai City FC,Switzerland
Offense,63,900.0,31,193,81,St. Johnstone FC,Ukraine
Midfield,70,240000.0,23,174,72,La Equidad,Germany
Offense,69,45000.0,24,178,70,Tromsø IL,United States
Midfield,77,70000.0,27,177,76,Ceará Sporting Club,Austria
Midfield,81,84000.0,32,186,76,SC Freiburg II,India
Midfield,73,165000.0,21,182,76,Chicago Fire Football Club,Kenya
Offense,68,44000.0,31,185,68,Sandefjord Fotball,Mauritania
Defense,65,27000.0,23,194,85,Santos Laguna,Namibia
Offense,62,23000.0,21,184,75,Gimnasia y Esgrima La Plata,Peru
Offense,77,36000.0,26,175,93,Valencia CF,Côte d'Ivoire
Offense,86,47000.0,23,188,75,Jamshedpur FC,Bosnia and Herzegovina
GoalKeeper,55,190000.0,33,178,66,Club The Strongest,Slovenia
Defense,60,69000.0,32,187,60,Cádiz CF,United States
GoalKeeper,51,160000.0,28,189,81,Cruz Azul,Republic of Ireland
Midfield,74,73000.0,25,178,62,Club Atlético Independiente,Portugal
Midfield,82,38000.0,29,184,78,Shijiazhuang Ever Bright F.C.,Brazil
Midfield,52,55000.0,24,186,81,Gamba Osaka,Eritrea
GoalKeeper,65,190000.0,29,187,78,Tokushima Vortis,Hungary
Defense,86,85000.0,25,170,66,VfB Stuttgart,Philippines
GoalKeeper,58,81000.0,27,176,63,Sandefjord Fotball,Malawi
Offense,63,36000.0,39,165,85,Barrow,Gibraltar
Offense,84,500.0,29,180,67,RC Strasbourg Alsace,Slovenia
Offense,66,220000.0,32,190,73,FC Flyeralarm Admira,Guinea
Midfield,73,50000.0,21,170,64,Cruz Azul,Republic of Ireland
Midfield,66,550.0,27,185,74,Lazio,England
GoalKeeper,83,35000.0,30,175,72,SV Werder Bremen,Belarus
GoalKeeper,93,63000.0,23,182,77,Barnsley,Germany
Defense,87,950.0,20,186,78,Heracles Almelo,Lithuania
GoalKeeper,92,41000.0,24,195,93,Ross County FC,Nigeria
Offense,55,135000.0,34,184,71,Unión de Santa Fe,Israel
Offense,51,71000.0,27,187,81,Deportivo Alavés,Grenada
Offense,93,84000.0,18,182,72,Heracles Almelo,Ecuador
Offense,70,270000.0,25,172,65,Club Deportivo Palestino,Guatemala
Defense,84,13000.0,26,177,87,SV Sandhausen,Barbados
Midfield,63,88000.0,31,196,81,CD Mirandés,Namibia
Midfield,93,110000.0,30,173,70,Argentinos Juniors,Venezuela
Offense,67,550.0,21,183,75,New York City FC,Italy
Offense,50,61000.0,22,197,87,Genoa,New Zealand
Midfield,66,89000.0,26,168,74,Hammarby IF,Saudi Arabia
GoalKeeper,93,350000.0,33,191,79,SV Werder Bremen,Korea Republic
Defense,89,63000.0,22,176,66,SK Austria Klagenfurt,Chad
Offense,90,13000.0,20,182,78,Pau FC,Italy
Offense,90,84000.0,21,175,72,Club Tijuana,Iceland
GoalKeeper,87,28000.0,25,181,81,Club Sporting Cristal,Morocco
Defense,55,73000.0,28,188,83,Crawley Town,Netherlands
Defense,54,220000.0,22,184,79,San Jose Earthquakes,Australia
Offense,62,71000.0,31,176,57,Club Always Ready,Italy
GoalKeeper,63,33000.0,25,190,88,Sanfrecce Hiroshima,Germany
Midfield,54,33000.0,21,172,88,Fútbol Club Juárez,Italy
GoalKeeper,53,38000.0,21,175,71,AS Saint-Étienne,Philippines
Midfield,92,120000.0,28,190,77,FC Lausanne-Sport,Thailand
Midfield,70,86000.0,31,180,72,New York City FC,Turkey
GoalKeeper,93,44000.0,29,178,70,Le Havre AC,Malta
GoalKeeper,70,73000.0,20,187,77,Argentinos Juniors,Niger
Defense,73,29000.0,24,177,74,Yokohama FC,South Sudan
Defense,63,190000.0,35,183,74,Chongqing Liangjiang Athletic,United States
Offense,93,36000.0,23,188,80,FC Ingolstadt 04,Angola
Offense,66,43000.0,23,174,68,Wuhan FC,Switzerland
Midfield,86,320000.0,19,172,65,Borussia Dortmund,Israel
Midfield,89,62000.0,22,192,80,Olympique de Marseille,Bolivia
Midfield,79,89000.0,28,178,75,Fluminense,Palestine
Midfield,49,75000.0,34,184,75,KAA Gent,Norway
Midfield,64,58000.0,28,186,81,América de Cali,Costa Rica
Midfield,78,550.0,20,186,77,Salford City,Italy
GoalKeeper,71,32000.0,27,186,75,Leyton Orient,Gabon
Midfield,60,83000.0,28,174,69,Clube Atlético Mineiro,Canada
Offense,64,64000.0,27,185,78,CF Monterrey,England
GoalKeeper,59,150000.0,20,188,80,Beşiktaş JK,Scotland
Offense,60,38000.0,30,177,70,Heracles Almelo,Burundi
Defense,87,19000.0,28,167,71,Stoke City,Greece
Midfield,89,230000.0,18,181,69,Club Universidad Nacional,Angola
Midfield,83,75000.0,24,184,76,Holstein Kiel,Côte d'Ivoire
Midfield,56,40000.0,24,175,63,Queens Park Rangers,Ghana
Offense,64,71000.0,28,178,64,Futebol Clube de Famalicão,Grenada
Midfield,78,100000.0,24,180,74,Hibernian,Central African Republic
Defense,82,200000.0,24,189,80,Gillingham,Georgia
Offense,52,53000.0,31,182,67,Al Raed,Serbia
GoalKeeper,85,54000.0,31,180,64,FK Austria Wien,Lithuania
Offense,84,750.0,19,186,83,Vélez Sarsfield,Lithuania
GoalKeeper,70,61000.0,28,175,68,1. FC Kaiserslautern,Finland
GoalKeeper,57,19000.0,23,192,80,Al Batin,Kyrgyzstan
Midfield,48,125000.0,17,175,66,Metropolitanos de Caracas FC,Japan
GoalKeeper,60,145000.0,24,188,78,Cerezo Osaka,Mexico
Offense,72,200000.0,28,180,73,Cambridge United,Guinea
Offense,70,135000.0,20,183,70,Atlético de Madrid,Australia
GoalKeeper,70,38000.0,26,173,68,Malmö FF,Turkey
GoalKeeper,73,105000.0,27,193,80,Elche CF,Liberia
Midfield,54,51000.0,28,190,87,Tottenham Hotspur,Costa Rica
Defense,79,68000.0,21,198,81,Crewe Alexandra,Peru
Defense,92,14000.0,18,191,80,Genoa,Italy
GoalKeeper,55,950.0,26,175,76,Górnik Łęczna,China PR
Midfield,51,320000.0,21,186,79,SC Freiburg II,Spain
Offense,67,22000.0,29,188,82,Deportivo Cali,Lithuania
GoalKeeper,61,200000.0,31,179,49,Sepsi OSK Sf. Gheorghe,Trinidad and Tobago
Midfield,54,6000.0,29,193,85,Racing Club,France
Offense,81,56000.0,29,183,70,LA Galaxy,Turkey
GoalKeeper,89,21000.0,33,190,81,Ettifaq FC,Iraq
Offense,62,140000.0,28,189,83,Houston Dynamo,Kenya
Defense,73,46000.0,18,190,98,Colorado Rapids,Algeria
Midfield,62,76000.0,33,185,81,Adana Demirspor,Benin
Offense,60,1000.0,28,180,77,Toulouse Football Club,Austria
GoalKeeper,66,6000.0,26,190,59,Al Faisaly,Cyprus
Defense,49,22000.0,30,185,80,Servette FC,Croatia
Defense,88,64000.0,19,189,75,AFC Wimbledon,Saudi Arabia
Offense,51,64000.0,28,181,70,Universidad Católica,Slovakia
Midfield,53,12000.0,20,176,73,San Lorenzo de Almagro,Mexico
Midfield,62,20000.0,30,176,69,Lazio,France
GoalKeeper,53,46000.0,23,177,74,FC Nordsjælland,Cameroon
Midfield,66,95000.0,23,172,70,1. FC Köln,Saudi Arabia
Offense,83,26000.0,32,170,63,D.C. United,Ecuador
Midfield,85,36000.0,25,192,85,Club Atlético Talleres,Cyprus
Defense,75,56000.0,19,174,68,Rosario Central,Mali
Offense,92,210000.0,24,174,70,RB Leipzig,Sierra Leone
Defense,49,86000.0,26,191,80,VfB Stuttgart,Saint Lucia
Offense,87,250000.0,21,190,78,GwangJu FC,Barbados
Defense,61,150000.0,18,188,79,Nîmes Olympique,Chinese Taipei
GoalKeeper,89,65000.0,23,181,72,New England Revolution,South Sudan
Offense,80,83000.0,26,191,90,TSV Egger Glas Hartberg,Republic of Ireland
Offense,68,6000.0,22,180,75,PSV,Guinea
Offense,70,49000.0,22,188,86,Ettifaq FC,Togo
Defense,60,11000.0,34,188,82,Fortuna Sittard,Italy
Midfield,76,19000.0,18,173,70,Rodez Aveyron Football,Burundi
Offense,70,26000.0,23,177,66,Rodez Aveyron Football,Namibia
GoalKeeper,86,125000.0,31,186,88,Daegu FC,Poland
Defense,60,900.0,24,178,77,Suwon FC,Jamaica
Midfield,53,115000.0,19,184,82,Moreirense FC,Azerbaijan
Offense,85,69000.0,22,179,72,Rodez Aveyron Football,Iceland
Defense,80,87000.0,27,185,70,Nîmes Olympique,Dominican Republic
GoalKeeper,89,700.0,29,180,73,Juventude,Saint Lucia
Defense,53,9000.0,24,174,67,FC Goa,Palestine
Offense,71,47000.0,18,171,56,Granada CF,Thailand
Offense,88,130000.0,24,169,69,Parma,Austria
Offense,79,65000.0,20,179,73,SC East Bengal FC,Azerbaijan
Midfield,74,3000.0,32,180,88,HJK Helsinki,Scotland
GoalKeeper,74,30000.0,28,185,70,Melbourne City FC,Estonia
Midfield,89,52000.0,19,178,71,Sheffield United,Belgium
GoalKeeper,86,81000.0,26,192,89,Deportivo Alavés,Cyprus
Midfield,66,6000.0,28,180,72,En Avant de Guingamp,England
GoalKeeper,84,26000.0,27,172,69,Holstein Kiel,Uruguay
GoalKeeper,90,600.0,23,193,78,SK Brann,Côte d'Ivoire
Midfield,65,82000.0,20,179,70,Spartak Moskva,Georgia
Midfield,55,185000.0,27,183,73,Los Angeles FC,Romania
Offense,52,250000.0,20,184,85,FC Goa,Norway
GoalKeeper,57,160000.0,23,183,79,Luton Town,Brazil
Offense,65,12000.0,28,192,88,Watford,Moldova
GoalKeeper,90,34000.0,26,191,90,Yokohama F. Marinos,England
Midfield,80,550.0,26,162,78,Club Sporting Cristal,Malta
Defense,81,2000.0,22,186,67,Grenoble Foot 38,Venezuela
Midfield,63,6000.0,26,179,73,SV Sandhausen,Kenya
Midfield,78,38000.0,19,183,86,FC Seoul,Turkey
Defense,59,750.0,32,185,75,Real Betis Balompié,Ethiopia
Midfield,89,200000.0,24,168,58,Club Atlético Lanús,Paraguay
Defense,75,270000.0,25,175,69,Juventus,Lithuania
Defense,60,33000.0,17,196,58,CD Huachipato,Trinidad and Tobago
Midfield,50,70000.0,23,184,75,Elche CF,Ghana
GoalKeeper,81,54000.0,24,196,81,Napoli,Argentina
