position,overall,wage_eur,age,height_cm,weight_kg,club_name,nationality_name
Defense,74,26367.0,24,180,75,Chelsea,Italy
Defense,67,26412.0,22,184,75,Gazişehir Gaziantep F.K.,Republic of Ireland
Defense,75,17289.0,32,182,81,Club Sporting Cristal,Netherlands
Defense,67,9672.0,28,183,78,Colorado Rapids,Serbia
Midfield,77,46416.0,25,180,71,Aberdeen,Italy
Midfield,69,19828.0,22,174,75,Daegu FC,Austria
Offense,55,1947.0,20,190,74,FC Viktoria 1889 Berlin,Poland
Defense,66,35851.0,27,174,68,FC Goa,Brazil
Midfield,56,2967.0,25,179,72,Degerfors IF,Argentina
Defense,81,34355.0,32,176,71,Club Atlético Aldosivi,Belgium
GoalKeeper,68,500.0,21,182,81,Portimonense SC,Germany
Midfield,75,5381.0,34,180,76,Bohemian FC,China PR
Offense,78,19263.0,28,190,78,Raków Częstochowa,Congo DR
Midfield,73,26927.0,24,183,77,Al Batin,Netherlands
Defense,83,71637.0,29,182,71,CS Mioveni,Argentina
Offense,52,12816.0,23,172,67,Al Nassr,Greece
Midfield,65,500.0,35,185,81,Club Sporting Cristal,Republic of Ireland
Defense,60,500.0,24,180,67,Real Madrid CF,Guam
Defense,72,21446.0,26,171,64,Hamburger SV,Republic of Ireland
Midfield,66,500.0,24,175,64,VfB Stuttgart,Senegal
Midfield,67,7983.0,27,179,71,Vejle Boldklub,Chile
GoalKeeper,60,500.0,26,180,64,Vitesse,England
Defense,73,53549.0,24,171,65,F.C. København,Saudi Arabia
Defense,51,7710.0,27,175,71,Brisbane Roar,Korea Republic
GoalKeeper,65,25072.0,27,174,63,SD Eibar,Italy
GoalKeeper,74,10913.0,19,183,88,Olympique Lyonnais,Denmark
Midfield,57,500.0,18,181,73,Manchester City,Germany
Midfield,60,7665.0,21,178,67,Pohang Steelers,England
Midfield,73,14766.0,23,177,61,Aytemiz Alanyaspor,France
GoalKeeper,67,5576.0,25,177,70,Al Nassr,Nigeria
Defense,72,9086.0,30,177,73,Inter,China PR
Defense,62,33344.0,27,189,79,AZ Alkmaar,Netherlands
Defense,65,12961.0,28,185,80,Oud-Heverlee Leuven,England
Offense,63,16063.0,19,182,83,FC Nantes,Germany
Defense,73,40216.0,21,187,73,Boca Juniors,Austria
Defense,72,26640.0,30,191,85,Burnley,India
Midfield,78,44947.0,21,180,72,Abha Club,Austria
Defense,64,3957.0,24,172,63,Club Sporting Cristal,Saudi Arabia
Midfield,75,500.0,34,180,73,RC Celta de Vigo,England
Defense,66,500.0,20,188,74,Go Ahead Eagles,Guam
GoalKeeper,72,500.0,35,185,87,Livingston FC,Sweden
Midfield,69,500.0,28,188,75,Unión La Calera,Colombia
Defense,49,500.0,16,191,80,Macarthur FC,Russia
Defense,75,38102.0,26,188,83,Rotherham United,Australia
Defense,64,5125.0,27,180,74,RZ Pellets Wolfsberger AC,Germany
Midfield,67,500.0,29,182,70,RZ Pellets Wolfsberger AC,France
Defense,70,5442.0,30,168,59,Crawley Town,Turkey
Midfield,59,5173.0,25,175,71,OGC Nice,Zimbabwe
Midfield,68,27652.0,25,186,76,SV Werder Bremen,United States
Defense,71,23827.0,26,186,73,Al Tai,Italy
Defense,67,1716.0,40,184,79,LASK Linz,Portugal
Defense,55,4739.0,16,180,63,Sportclub Verl,France
Defense,61,500.0,25,194,86,Gallos Blancos de Querétaro,England
Midfield,66,500.0,34,185,85,Al Raed,France
GoalKeeper,60,8691.0,28,188,85,FCSB (Steaua),Republic of Ireland
Midfield,57,500.0,27,183,74,Boca Juniors,United States
Midfield,71,4209.0,29,182,73,Al Nassr,Germany
Midfield,60,19005.0,21,177,67,FC Ingolstadt 04,Romania
Defense,68,15488.0,21,168,60,Genoa,Netherlands
Midfield,63,500.0,27,179,71,Platense,Japan
Defense,62,3259.0,27,182,76,ESTAC Troyes,Netherlands
Defense,56,500.0,27,183,70,SV Darmstadt 98,Germany
Midfield,76,32241.0,32,200,88,1. FC Heidenheim 1846,Venezuela
Defense,79,10964.0,35,180,83,AS Nancy Lorraine,Colombia
Defense,71,500.0,26,184,71,Granada CF,Japan
Midfield,62,6622.0,25,175,67,Guangzhou FC,Mexico
Midfield,54,500.0,25,190,82,Cardiff City,Venezuela
Offense,75,23559.0,28,188,84,Sligo Rovers,Morocco
Midfield,53,500.0,21,176,70,SC Heerenveen,Korea Republic
Defense,68,11481.0,27,176,70,Tromsø IL,Mexico
Defense,57,3834.0,28,185,77,Rapid București,Guam
Offense,67,31066.0,23,182,78,Santos,Portugal
GoalKeeper,63,3498.0,19,177,77,Fortuna Düsseldorf,France
Midfield,80,14173.0,27,169,68,Queens Park Rangers,Republic of Ireland
Offense,68,3507.0,25,174,73,Lecce,France
Offense,59,500.0,28,194,78,Arsenal,Italy
Defense,68,500.0,24,186,79,Pohang Steelers,Netherlands
Defense,64,12282.0,16,175,67,Dundee FC,Switzerland
Offense,62,27526.0,16,187,79,Fenerbahçe SK,England
Defense,68,500.0,28,171,71,Club Nacional de Football,Germany
Defense,56,500.0,22,188,77,FC St. Gallen 1879,Nigeria
GoalKeeper,62,500.0,24,187,79,Club Atlético Peñarol,Brazil
Midfield,59,500.0,29,180,77,Preston North End,Guam
GoalKeeper,79,48043.0,29,190,79,1. FC Saarbrücken,Japan
Defense,58,500.0,17,192,83,Club Sporting Cristal,Switzerland
Defense,73,1477.0,24,177,73,1. FC Nürnberg,Austria
Defense,80,8362.0,28,189,86,Harrogate Town,Germany
Defense,67,3813.0,16,182,70,Vegalta Sendai,Venezuela
Defense,54,500.0,19,174,66,Girona FC,Canada
Defense,80,33710.0,27,188,79,Nîmes Olympique,England
Defense,65,4274.0,24,177,81,IF Elfsborg,United States
Offense,58,500.0,21,184,72,Chicago Fire Football Club,Italy
Defense,66,3344.0,26,180,78,Club Sporting Cristal,Argentina
Midfield,66,32082.0,26,175,71,Aragua Fútbol Club,Slovenia
Midfield,62,13206.0,21,174,66,Club Atlético Independiente,Portugal
Midfield,75,49252.0,30,182,70,OGC Nice,France
Midfield,53,500.0,23,182,73,Melbourne Victory,England
Defense,61,20675.0,28,171,77,Club Sporting Cristal,Bolivia
Defense,62,500.0,21,172,66,SV Wehen Wiesbaden,Mexico
Defense,61,2673.0,17,189,83,Universidad Técnica de Cajamarca,Sweden
Midfield,69,13384.0,24,182,77,N.E.C. Nijmegen,Croatia
Offense,75,45400.0,29,192,92,Moreirense FC,Uruguay
Defense,76,37950.0,29,174,74,AFC Wimbledon,Germany
Offense,68,500.0,23,172,57,Hyderabad FC,England
Midfield,59,500.0,28,172,71,Colchester United,Turkey
Midfield,75,13091.0,28,176,76,SD Ponferradina,China PR
Defense,57,500.0,28,177,68,Livingston FC,Ghana
Defense,63,17404.0,25,184,75,SV Darmstadt 98,England
Offense,55,500.0,24,181,71,SL Benfica,Sweden
Defense,50,500.0,18,180,73,Aalborg BK,Germany
Midfield,67,14354.0,24,174,78,Middlesbrough,Germany
Offense,72,21851.0,26,194,83,Lecce,France
Midfield,57,500.0,25,176,72,Yokohama F. Marinos,China PR
Defense,61,500.0,32,190,82,Crewe Alexandra,Republic of Ireland
Offense,77,33371.0,28,179,82,Club Athletico Paranaense,Italy
Offense,66,10406.0,27,179,76,Lazio,Mexico
Defense,61,1981.0,19,197,90,Club Independiente Santa Fe,Serbia
Defense,59,500.0,22,192,81,HJK Helsinki,Mexico
Midfield,70,20540.0,25,175,66,Derry City,England
Midfield,61,2989.0,21,181,76,SpVgg Greuther Fürth,England
Defense,70,7971.0,29,181,78,Club Sporting Cristal,Switzerland
Defense,72,38044.0,24,172,72,Wuhan FC,Germany
Defense,58,500.0,17,175,68,Philadelphia Union,Morocco
Defense,66,9910.0,31,185,76,Kerala Blasters FC,England
Defense,71,28678.0,27,165,63,Club Sporting Cristal,Netherlands
Offense,54,500.0,21,183,80,Academia Puerto Cabello,Japan
Defense,55,500.0,18,187,77,Borussia Mönchengladbach,Iceland
Midfield,71,7926.0,25,175,67,RSC Anderlecht,Japan
Midfield,65,10200.0,33,184,77,Burton Albion,Germany
Defense,75,24510.0,32,187,80,Wrexham AFC,France
Offense,53,5790.0,19,183,85,Hibernian,Norway
Defense,68,11268.0,25,183,83,Hartlepool United,Brazil
Midfield,73,2281.0,31,181,74,Damac FC,France
Offense,71,34666.0,24,191,93,Guangzhou FC,Japan
Defense,54,500.0,18,173,68,Club Sporting Cristal,France
Defense,72,35526.0,23,183,77,St. Patrick's Athletic,Netherlands
Midfield,68,30785.0,26,188,80,Kasimpaşa SK,Portugal
Midfield,66,14777.0,23,186,73,Crawley Town,Guam
Defense,62,500.0,25,181,74,Arsenal de Sarandí,Chile
Offense,64,10465.0,26,185,77,Burton Albion,Australia
Midfield,80,15402.0,32,184,81,Shimizu S-Pulse,Switzerland
Defense,81,27985.0,32,169,63,Club Olimpia,France
Defense,60,500.0,22,187,81,BSC Young Boys,Sweden
Defense,63,6098.0,30,176,71,FC Cartagena,Netherlands
Defense,50,500.0,23,174,72,FC Twente,Germany
GoalKeeper,70,10656.0,26,183,76,New England Revolution,Germany
Defense,81,68543.0,33,184,82,Kerala Blasters FC,Turkey
Offense,59,12290.0,22,193,77,SV Wehen Wiesbaden,Spain
Midfield,64,500.0,25,178,70,AJ Auxerre,Colombia
Midfield,62,500.0,21,187,72,Al Shabab,England
GoalKeeper,62,500.0,24,185,75,Sagan Tosu,Austria
Midfield,74,29804.0,26,167,60,Club Atlético Aldosivi,England
Defense,63,500.0,33,179,79,Shandong Taishan,Republic of Ireland
Defense,70,500.0,31,183,86,Vegalta Sendai,Guam
Midfield,61,6696.0,22,175,75,River Plate,Peru
Midfield,59,500.0,23,180,77,Austin FC,Colombia
Defense,62,4772.0,16,182,69,VfL Wolfsburg,Republic of Ireland
Defense,75,17570.0,30,176,71,RB Leipzig,Norway
Midfield,63,34047.0,22,182,70,Go Ahead Eagles,Germany
Offense,67,3429.0,23,187,72,SK Slavia Praha,France
Defense,52,500.0,24,186,73,Club Sporting Cristal,Japan
Offense,72,500.0,22,178,73,FC Flyeralarm Admira,Germany
Offense,65,500.0,21,187,81,Club Atlético Banfield,Scotland
Midfield,68,28076.0,28,177,79,Futebol Clube de Famalicão,Ecuador
Midfield,70,36211.0,22,167,68,CF Monterrey,Germany
Defense,65,500.0,27,176,67,Yokohama F. Marinos,Portugal
Midfield,72,34662.0,35,197,95,Tranmere Rovers,Italy
Midfield,68,23601.0,25,172,70,Stade Malherbe Caen,Argentina
Defense,68,6564.0,26,187,80,Genoa,England
Midfield,64,916.0,26,186,77,Metropolitanos de Caracas FC,Romania
Defense,72,3770.0,30,183,76,FC Zürich,Germany
Midfield,65,18776.0,22,185,80,Jeju United FC,Italy
Defense,58,500.0,31,177,79,Go Ahead Eagles,Guam
Defense,79,48038.0,25,181,78,Club Sporting Cristal,Sweden
Midfield,76,18204.0,27,183,75,Bristol City,Italy
Midfield,68,22229.0,26,174,75,Club Sporting Cristal,Poland
Midfield,73,63072.0,23,192,83,Orlando City Soccer Club,Italy
Defense,77,17664.0,31,187,79,SV Ried,Brazil
Defense,69,3866.0,30,180,77,Damac FC,Peru
Midfield,79,11836.0,28,182,90,FC Dinamo 1948 Bucureşti,Netherlands
Defense,71,26380.0,25,181,69,Qingdao FC,Ukraine
Defense,66,5702.0,25,176,66,GZT Giresunspor,Romania
Offense,64,15454.0,27,178,76,Demir Grup Sivasspor,Uruguay
Midfield,76,39608.0,20,186,76,Venezia FC,Spain
Offense,66,500.0,23,185,79,İttifak Holding Konyaspor,Italy
Midfield,56,500.0,24,183,77,Puebla FC,Colombia
Offense,62,40677.0,27,183,74,Sporting CP,Denmark
Defense,58,3022.0,25,183,83,Lincoln City,Mexico
GoalKeeper,60,500.0,30,188,86,Altay SK,Venezuela
Offense,71,1602.0,24,180,73,Shandong Taishan,Australia
Defense,70,26778.0,29,193,86,Chongqing Liangjiang Athletic,Brazil
Defense,76,61809.0,22,181,75,Motherwell,Belgium
Midfield,74,9004.0,39,185,78,Valenciennes FC,Japan
Midfield,66,13307.0,29,184,79,Viborg FF,Italy
Midfield,62,5960.0,20,182,74,Club Deportivo Guabirá,Spain
Defense,60,3458.0,23,181,78,FBC Melgar,Guam
Defense,77,13318.0,26,185,85,Swindon Town,England
Defense,64,19611.0,28,185,82,RSC Anderlecht,Romania
Midfield,68,29013.0,21,183,67,SV Darmstadt 98,Poland
Defense,68,500.0,23,190,84,Cardiff City,Australia
Offense,67,23090.0,23,176,68,Hull City,Republic of Ireland
Offense,58,500.0,26,172,70,Aalborg BK,Mexico
Midfield,61,500.0,25,190,79,KV Kortrijk,Italy
Defense,61,27980.0,22,180,77,Arsenal de Sarandí,England
Midfield,65,12453.0,31,186,83,Preston North End,England
Midfield,67,35072.0,34,174,66,Club The Strongest,Republic of Ireland
Offense,59,500.0,26,183,79,Chennaiyin FC,Nigeria
Midfield,68,14583.0,22,182,73,Manchester City,Germany
Offense,61,847.0,26,175,73,FC Lorient,Spain
Midfield,63,500.0,29,187,80,Borussia Dortmund II,Mexico
Defense,63,22679.0,22,191,84,Deportivo Pasto,England
Defense,55,500.0,20,180,79,SG Dynamo Dresden,England
Defense,55,500.0,17,183,75,Fortuna Sittard,Germany
Defense,69,36357.0,23,182,79,Real Salt Lake,England
Defense,54,500.0,23,192,83,Stade de Reims,Ecuador
Offense,66,11447.0,31,188,81,1. FC Kaiserslautern,England
Defense,60,500.0,20,190,86,Hull City,Sweden
Defense,58,500.0,19,167,60,Lecce,France
Defense,65,6279.0,29,182,81,N.E.C. Nijmegen,Guam
Defense,82,25387.0,27,183,78,IK Sirius,Germany
Defense,47,500.0,18,168,65,SK Austria Klagenfurt,Germany
Offense,69,4657.0,23,184,76,FC Viktoria 1889 Berlin,Switzerland
Offense,60,500.0,25,185,75,Sunderland,Bolivia
Defense,57,500.0,23,179,82,Lazio,Bolivia
Defense,67,14701.0,25,182,80,Plymouth Argyle,Portugal
Defense,76,45417.0,28,190,84,Lecce,France
Defense,66,21907.0,23,171,68,Feyenoord,Guam
Defense,61,500.0,20,179,73,Olympique Lyonnais,Germany
Defense,71,28929.0,23,182,77,Universidad Católica,India
Midfield,64,14571.0,18,182,73,Odisha FC,India
Defense,51,500.0,18,177,63,Crawley Town,Mexico
Midfield,72,11098.0,26,177,67,Śląsk Wrocław,Norway
Midfield,71,5472.0,24,185,74,Hamburger SV,Guam
Defense,63,500.0,27,169,65,Beijing Guoan FC,England
Defense,67,14211.0,20,178,71,Tottenham Hotspur,England
GoalKeeper,61,3340.0,19,183,72,Tottenham Hotspur,Netherlands
Midfield,63,500.0,27,186,77,Crewe Alexandra,Romania
GoalKeeper,65,500.0,19,181,74,Argentinos Juniors,Republic of Ireland
Offense,72,14116.0,26,175,71,Lecce,Republic of Ireland
GoalKeeper,58,500.0,26,171,71,Viking FK,Belgium
Defense,60,500.0,29,183,73,Club Sporting Cristal,Germany
GoalKeeper,61,3504.0,20,178,73,Sint-Truidense VV,Netherlands
Midfield,61,500.0,21,182,75,Juventude,Germany
Defense,71,28448.0,30,197,90,Oldham Athletic,Croatia
Midfield,70,23891.0,28,197,91,Hellas Verona,Germany
Offense,63,32269.0,22,165,57,FC Tokyo,Mexico
Offense,58,500.0,23,177,72,Charlton Athletic,China PR
Midfield,67,6330.0,25,175,69,FC Red Bull Salzburg,Australia
Defense,78,52072.0,30,186,80,Nagoya Grampus,England
Midfield,59,500.0,23,189,87,Wolverhampton Wanderers,Guam
Offense,52,500.0,21,182,79,Odisha FC,Nigeria
Midfield,52,13620.0,20,179,71,Carlisle United,France
Defense,69,36186.0,24,179,67,Tromsø IL,Indonesia
Defense,76,43282.0,22,176,69,FC Augsburg,England
Offense,63,9582.0,29,186,86,Al Hilal,Russia
Defense,47,500.0,20,179,71,Örebro SK,France
Midfield,58,2785.0,26,178,73,FSV Zwickau,Venezuela
Offense,58,4072.0,16,193,81,Club Social y Deportivo Macará,France
Defense,74,41903.0,24,197,79,RC Strasbourg Alsace,France
Midfield,64,1357.0,23,178,71,Atakaş Hatayspor,Bolivia
Offense,77,12368.0,30,180,71,AZ Alkmaar,Sweden
Offense,77,35287.0,32,182,72,Manchester United,Republic of Ireland
Defense,66,31628.0,16,179,66,Kaizer Chiefs,Netherlands
Defense,75,38043.0,33,189,84,Wycombe Wanderers,Morocco
Midfield,68,20821.0,30,184,76,Crawley Town,Wales
Defense,67,500.0,22,171,71,SD Ponferradina,Argentina
Midfield,59,500.0,26,181,78,Damac FC,Argentina
Defense,68,11950.0,26,179,74,Wolverhampton Wanderers,Japan
GoalKeeper,70,22095.0,26,183,77,Junior FC,Spain
Midfield,58,6919.0,24,176,75,Newcastle United,England
Midfield,69,3005.0,18,182,89,Club Deportivo Palestino,Colombia
Defense,72,7229.0,26,177,69,Club Deportivo Palestino,Albania
Defense,67,6500.0,20,166,63,Göztepe SK,Hungary
GoalKeeper,59,500.0,26,189,82,FK Bodø/Glimt,England
Midfield,58,39245.0,25,166,66,FC Seoul,Japan
Offense,72,11465.0,27,174,73,Arsenal de Sarandí,Guam
Defense,65,500.0,31,167,63,Eintracht Frankfurt,Poland
Midfield,69,2902.0,35,198,79,Viborg FF,Paraguay
Midfield,63,22942.0,24,186,75,Deportivo Táchira FC,Venezuela
Defense,74,24532.0,26,190,81,CF Fuenlabrada,Italy
Defense,68,500.0,31,165,70,Al Nassr,Guinea
Midfield,69,47537.0,24,175,72,Club Sporting Cristal,France
Offense,67,500.0,33,176,80,Cracovia,Poland
Midfield,64,500.0,25,184,69,Zagłębie Lubin,France
Offense,61,4195.0,27,181,76,FC Metz,Montenegro
Defense,68,500.0,25,181,73,SK Brann,Japan
GoalKeeper,71,18655.0,27,167,61,LDU Quito,England
Defense,61,2208.0,24,193,77,Rotherham United,Ecuador
Midfield,67,13055.0,27,171,65,Damac FC,Portugal
Defense,62,500.0,20,182,77,Lecce,Denmark
Midfield,79,68433.0,21,167,69,Club Atlético Sarmiento,Paraguay
Defense,69,500.0,26,186,78,RB Bragantino,Argentina
Defense,67,5517.0,27,177,71,Spartak Moskva,France
Defense,79,16375.0,29,182,82,Hyderabad FC,Albania
Defense,70,46519.0,24,180,74,Barnsley,Norway
Defense,57,500.0,18,188,68,Fatih Karagümrük S.K.,France
Defense,61,3103.0,20,164,51,Southampton,Austria
Defense,60,500.0,26,177,70,Argentinos Juniors,Mexico
Defense,66,9861.0,26,174,71,Al Ittihad,England
Defense,54,500.0,20,178,72,Carlos A. Mannucci,Mexico
GoalKeeper,60,500.0,24,190,82,AZ Alkmaar,Morocco
Midfield,53,500.0,26,189,85,AS Nancy Lorraine,Côte d'Ivoire
Midfield,68,25632.0,22,176,65,Club Atlético Independiente,Nigeria
Defense,71,25134.0,27,182,67,Odisha FC,Germany
Defense,69,500.0,30,187,81,NorthEast United FC,Argentina
Defense,62,5955.0,24,180,63,F.C. København,Saudi Arabia
Midfield,55,500.0,21,188,84,Nottingham Forest,North Macedonia
Midfield,64,11704.0,21,183,68,IFK Norrköping,Germany
GoalKeeper,74,45641.0,26,196,87,Lecce,Serbia
Midfield,80,19719.0,25,175,72,Eintracht Frankfurt,England
Midfield,54,4959.0,19,178,75,Stevenage,Sweden
Defense,61,11903.0,26,179,69,Roma,England
Defense,73,23609.0,29,180,71,Brisbane Roar,Uruguay
Defense,74,21806.0,28,185,69,Borussia Dortmund II,China PR
Defense,68,3742.0,26,175,69,Sarpsborg 08 FF,Romania
Midfield,50,500.0,16,186,76,Racing Club de Lens,France
Offense,73,21237.0,24,182,79,Preston North End,Republic of Ireland
Offense,54,500.0,20,176,70,SK Slavia Praha,Brazil
Midfield,73,500.0,31,172,71,Pachuca,Republic of Ireland
GoalKeeper,76,41711.0,27,184,78,U.C. Sampdoria,Nigeria
Midfield,59,500.0,24,181,70,CD Lugo,Portugal
Midfield,66,41402.0,24,189,76,Central Coast Mariners,Korea Republic
Defense,70,9109.0,27,172,71,FC Sion,Venezuela
Offense,67,9016.0,27,172,67,Burton Albion,France
GoalKeeper,66,22074.0,19,179,73,Chelsea,Brazil
Defense,58,3612.0,24,190,87,Patronato,Mexico
Midfield,68,4655.0,29,191,87,Pohang Steelers,Austria
Midfield,59,500.0,32,188,77,AEK Athens,Denmark
Midfield,74,42221.0,24,185,83,Galatasaray SK,Georgia
GoalKeeper,59,500.0,23,192,80,Beşiktaş JK,Korea Republic
Defense,59,18204.0,23,187,74,Club Sporting Cristal,Republic of Ireland
Midfield,71,500.0,26,185,71,Oldham Athletic,Poland
Offense,75,22674.0,25,187,78,LA Galaxy,Guinea
Offense,77,10033.0,28,172,69,Crystal Palace,France
Offense,60,1497.0,25,191,87,Burgos CF,Germany
GoalKeeper,70,14382.0,24,184,82,Deportivo La Guaira FC,Côte d'Ivoire
Defense,62,500.0,28,184,72,Oita Trinita,Korea Republic
Offense,53,500.0,23,173,67,Dynamo Kyiv,France
Midfield,53,500.0,23,176,70,Cardiff City,Netherlands
Midfield,54,500.0,22,184,72,New York City FC,France
Defense,75,27851.0,33,184,76,West Ham United,Italy
Defense,60,500.0,21,171,71,Lecce,France
Midfield,61,500.0,19,184,82,SV Wehen Wiesbaden,Italy
Defense,66,9785.0,22,177,72,F.C. København,Korea Republic
Defense,66,1766.0,21,170,71,Urawa Red Diamonds,England
Offense,60,4761.0,17,184,74,FK Haugesund,India
Defense,71,31239.0,23,177,76,Chelsea,Republic of Ireland
GoalKeeper,68,32047.0,26,185,83,SD Huesca,Chile
Offense,66,12932.0,26,177,77,FBC Melgar,Germany
Defense,70,46819.0,31,184,81,AD Alcorcón,England
Midfield,65,23502.0,27,169,65,Aberdeen,Guam
Midfield,70,5459.0,22,185,81,Wisła Kraków,Haiti
Midfield,72,26299.0,19,180,72,FC Cartagena,Guam
Midfield,64,18650.0,19,173,70,HJK Helsinki,Ecuador
Defense,74,26393.0,30,171,66,Club Deportivo Jorge Wilstermann,Italy
Midfield,68,32275.0,26,187,85,Roma,France
Midfield,68,24111.0,18,181,72,Stabæk Fotball,England
Offense,54,500.0,20,191,77,Spezia,Guam
GoalKeeper,61,500.0,31,183,75,Liverpool,Mexico
Midfield,66,5397.0,31,184,77,Lecce,France
Defense,71,13114.0,29,168,70,Morecambe,Costa Rica
Defense,64,8274.0,28,181,66,Hellas Verona,Ukraine
Defense,61,6320.0,26,189,82,FC Utrecht,Turkey
Defense,73,58278.0,19,177,71,Oud-Heverlee Leuven,Netherlands
GoalKeeper,70,20206.0,21,184,85,KV Mechelen,Netherlands
Defense,75,47432.0,34,172,70,Mansfield Town,France
GoalKeeper,66,19372.0,25,177,77,Crystal Palace,Italy
Defense,72,28915.0,30,184,92,SD Eibar,Italy
Defense,59,6928.0,26,174,70,FC Zürich,Ukraine
Midfield,74,22446.0,34,181,70,Tokushima Vortis,Morocco
Offense,68,39195.0,24,175,77,Club Sporting Cristal,Italy
Midfield,65,8029.0,26,181,75,Crystal Palace,England
Midfield,64,500.0,20,187,74,Juventus,Turkey
Defense,68,7432.0,27,195,87,Club Sporting Cristal,England
Offense,55,500.0,22,180,77,Olympiacos CFP,Northern Ireland
Midfield,64,32027.0,17,176,68,Amiens SC,Romania
Defense,52,500.0,17,191,83,N.E.C. Nijmegen,Germany
Defense,61,500.0,32,181,84,Sint-Truidense VV,France
Midfield,67,17076.0,18,173,67,Sagan Tosu,England
Defense,65,500.0,19,192,87,Colchester United,England
Defense,73,29516.0,32,205,96,Vélez Sarsfield,Germany
Defense,66,500.0,22,172,64,Dalian Professional Football Club,Germany
Defense,61,500.0,25,184,79,SV Waldhof Mannheim 07,India
Offense,70,29133.0,32,171,65,Damac FC,Norway
GoalKeeper,63,12833.0,23,182,76,Lecce,Canada
Defense,67,8490.0,27,190,79,Aston Villa,Algeria
Offense,70,52608.0,26,182,89,Cerezo Osaka,Colombia
Defense,60,11971.0,23,172,69,Al Ittihad,Saudi Arabia
Midfield,58,500.0,21,193,79,Galatasaray SK,Belgium
Offense,57,500.0,22,172,69,Club Sporting Cristal,Netherlands
GoalKeeper,75,5014.0,27,183,79,Lecce,Republic of Ireland
Defense,74,27794.0,32,186,82,Lazio,Germany
Midfield,62,9923.0,27,178,72,FC Porto,Germany
Midfield,62,10965.0,26,179,77,Wellington Phoenix,France
Offense,65,20886.0,20,185,75,SK Brann,Mexico
Offense,75,30724.0,30,182,80,Gallos Blancos de Querétaro,Thailand
Defense,62,500.0,18,187,83,TSG Hoffenheim,Romania
Midfield,64,28013.0,24,167,61,Standard de Liège,Chile
GoalKeeper,80,40257.0,28,186,79,Lecce,Korea Republic
Midfield,72,5405.0,32,193,86,Ceará Sporting Club,Spain
Midfield,74,17266.0,29,174,74,FC Viktoria 1889 Berlin,Argentina
Offense,62,34409.0,28,183,78,IK Sirius,Germany
GoalKeeper,65,500.0,30,176,73,Barrow,Netherlands
Midfield,68,40592.0,25,187,82,APOEL Nicosia FC,Kosovo
Defense,64,500.0,21,168,64,Al Fateh,Mexico
Midfield,57,6603.0,24,182,76,Barcelona Sporting Club,Republic of Ireland
Midfield,59,16861.0,28,181,73,Hartlepool United,Chile
Defense,67,500.0,33,181,80,Shonan Bellmare,France
Defense,73,30121.0,27,180,72,TSV Egger Glas Hartberg,Argentina
Defense,69,12772.0,35,180,77,Brighton & Hove Albion,Netherlands
Midfield,74,47412.0,25,170,67,FC Nantes,Sweden
Defense,78,30321.0,34,177,79,1. FC Magdeburg,India
Midfield,62,15585.0,23,186,74,Boavista FC,Portugal
Offense,65,1364.0,26,185,80,MSV Duisburg,South Africa
Midfield,71,12800.0,29,198,85,Fluminense,Portugal
Offense,53,6059.0,20,183,65,Yokohama F. Marinos,Brazil
GoalKeeper,62,500.0,23,177,83,Lecce,Netherlands
Defense,70,500.0,24,180,72,FC Academica Clinceni,Austria
Defense,67,8783.0,23,174,79,Vélez Sarsfield,Netherlands
Midfield,67,20349.0,17,185,72,Lecce,England
Midfield,64,20542.0,17,185,69,Adana Demirspor,Argentina
Offense,80,28456.0,32,183,79,Rochdale,Argentina
Defense,62,3794.0,21,175,70,Real Salt Lake,Germany
GoalKeeper,72,29590.0,26,184,75,Sunderland,Mexico
Midfield,68,500.0,35,186,82,Portimonense SC,England
Defense,69,21103.0,33,185,87,UD Ibiza,Republic of Ireland
Defense,74,32559.0,29,180,75,Halmstads BK,Netherlands
Midfield,69,33242.0,24,180,77,ATK Mohun Bagan FC,Switzerland
Midfield,63,500.0,26,189,78,Shandong Taishan,Republic of Ireland
Defense,51,500.0,16,179,68,Damac FC,United States
Defense,72,36215.0,20,162,57,Unión Deportiva Almería,Scotland
Midfield,64,4128.0,26,185,84,Southampton,Japan
Offense,63,25219.0,31,183,75,Chelsea,France
Midfield,65,10891.0,26,177,80,AZ Alkmaar,Czech Republic
Offense,61,500.0,33,177,76,Suwon FC,France
Midfield,51,14447.0,24,183,70,N.E.C. Nijmegen,Korea Republic
GoalKeeper,75,42121.0,28,185,82,AEK Athens,Argentina
Offense,63,7331.0,24,176,71,Scunthorpe United,Bolivia
Defense,70,38747.0,25,181,81,Ipswich Town,Italy
Defense,70,20269.0,26,176,69,CF Monterrey,Japan
Defense,54,2386.0,16,173,60,Lecce,England
Midfield,68,28079.0,28,183,76,Deportivo Alavés,Germany
Defense,75,8866.0,26,187,80,Derby County,Sweden
Midfield,59,500.0,26,184,74,TSG Hoffenheim,Serbia
Offense,71,500.0,29,187,88,Harrogate Town,Spain
Defense,76,14511.0,27,182,78,Lecce,Australia
Midfield,64,500.0,29,189,82,Dalian Professional Football Club,Spain
Midfield,70,25541.0,24,178,75,FC Dinamo 1948 Bucureşti,Italy
Midfield,71,27802.0,29,178,76,Club Always Ready,Algeria
Defense,74,34176.0,32,173,69,Tromsø IL,India
Defense,48,500.0,18,179,77,Atalanta,Saudi Arabia
Midfield,65,17320.0,20,183,77,N.E.C. Nijmegen,England
