position,overall,wage_eur,age,height_cm,weight_kg,club_name,nationality_name
Defense,71,39254.0,25,182,78,Brentford,New Zealand
Defense,70,9592.0,32,191,82,Tottenham Hotspur,Belgium
Defense,72,6155.0,32,181,69,FC Academica Clinceni,Tunisia
Offense,62,1380.0,22,170,69,Aberdeen,Ecuador
Defense,73,7298.0,32,170,79,AC Sparta Praha,Germany
Midfield,73,10257.0,29,183,74,Club Cerro Porteño,Colombia
Defense,74,768.0,26,186,67,Atlético Nacional,Sweden
Defense,62,1533.0,22,184,80,Toronto FC,Saudi Arabia
Offense,64,1600.0,29,171,74,U.C. Sampdoria,Germany
Midfield,53,1668.0,18,172,73,Real Sociedad B,Saudi Arabia
Midfield,66,7867.0,24,189,77,Sporting Kansas City,Norway
GoalKeeper,76,27117.0,29,188,73,Real Sociedad B,Sweden
GoalKeeper,77,6953.0,30,183,73,Lillestrøm SK,Austria
Midfield,54,796.0,23,180,74,Real Sociedad B,Norway
Midfield,73,1535.0,29,178,65,Atlético Nacional,Brazil
Defense,67,2744.0,32,175,79,Toronto FC,Scotland
Midfield,69,11523.0,28,182,77,Sevilla FC,Israel
Defense,64,21150.0,34,164,78,Toronto FC,Argentina
Midfield,70,12654.0,29,187,69,Shimizu S-Pulse,Finland
Defense,75,2849.0,29,184,73,Toronto FC,Argentina
Defense,73,1162.0,24,183,82,Yeni Malatyaspor,Congo DR
Defense,64,38905.0,22,184,80,Campionii FC Arges,Israel
Offense,58,1181.0,31,179,75,Cagliari,Honduras
Defense,74,38212.0,31,181,85,Independiente del Valle,Paraguay
Midfield,59,593.0,20,171,70,FC Viktoria Plzeň,Poland
Midfield,57,980.0,30,188,63,Seongnam FC,Iran
Defense,62,685.0,24,182,70,FC Schalke 04,Romania
Defense,77,13206.0,21,188,80,Atlético de Madrid,Spain
GoalKeeper,64,687.0,25,189,75,Accrington Stanley,Hungary
Midfield,76,10835.0,26,183,72,Atlético Nacional,China PR
Defense,68,43015.0,21,193,77,LA Galaxy,Georgia
Defense,63,8673.0,28,179,73,Stabæk Fotball,Spain
Defense,70,9540.0,31,188,75,Kashima Antlers,United States
GoalKeeper,64,1502.0,26,183,73,Real Sociedad B,Saudi Arabia
Offense,66,1240.0,26,185,74,SK Sturm Graz,Germany
Offense,59,46346.0,20,169,61,Racing Club,Spain
Midfield,67,13624.0,24,175,66,Kalmar FF,Montenegro
Defense,76,2871.0,25,191,73,SSV Jahn Regensburg,Scotland
GoalKeeper,66,1817.0,29,191,80,AS Saint-Étienne,Bosnia and Herzegovina
Midfield,58,689.0,24,184,75,Sporting Kansas City,Morocco
Defense,60,570.0,31,179,68,Toronto FC,Argentina
Defense,75,20301.0,25,187,83,Fatih Karagümrük S.K.,Romania
Defense,78,25931.0,27,185,77,Club de Deportes Cobresal,Norway
Defense,71,5213.0,24,185,71,Al Fayha,Spain
Midfield,82,12845.0,29,187,79,Go Ahead Eagles,Denmark
Offense,59,13450.0,25,182,83,Malmö FF,Benin
Midfield,67,12187.0,32,183,75,AFC Bournemouth,Argentina
Midfield,57,1173.0,20,178,65,Palmeiras,Mexico
Midfield,73,1109.0,26,180,74,Mjøndalen IF,Cyprus
Defense,72,14894.0,32,182,74,Al Taawoun,Senegal
Defense,58,9397.0,31,188,74,Yeni Malatyaspor,Cyprus
Midfield,56,4859.0,27,170,73,Fenerbahçe SK,Israel
GoalKeeper,66,1783.0,22,178,74,AS Saint-Étienne,Sweden
Defense,64,6081.0,29,182,73,Atlético Nacional,Argentina
Midfield,66,7124.0,29,172,80,SSV Jahn Regensburg,Angola
Defense,58,592.0,23,176,75,Toronto FC,Republic of Ireland
Defense,56,500.0,21,170,71,Toronto FC,Belgium
Defense,77,74867.0,33,179,81,Fulham,Austria
Midfield,66,500.0,24,180,86,Al Raed,Curacao
GoalKeeper,75,15961.0,28,184,73,AS Saint-Étienne,Saudi Arabia
GoalKeeper,57,500.0,19,194,88,CD Tenerife,England
Defense,70,2432.0,31,176,78,New England Revolution,Burkina Faso
Midfield,75,5792.0,28,189,74,AFC Bournemouth,Brazil
Defense,64,3518.0,29,174,79,Fútbol Club Juárez,Angola
Defense,61,10830.0,32,188,74,Toronto FC,Korea Republic
Defense,67,10589.0,20,187,81,Yeni Malatyaspor,France
GoalKeeper,74,1967.0,28,186,78,FCSB (Steaua),Chinese Taipei
Offense,52,944.0,22,185,65,Hajduk Split,Sweden
Midfield,57,1566.0,23,176,75,Club Bolívar,Greece
Defense,70,1652.0,28,180,74,Shenzhen FC,Angola
Defense,76,2818.0,30,182,83,New York Red Bulls,Cameroon
GoalKeeper,76,1332.0,22,189,74,Çaykur Rizespor,France
GoalKeeper,74,5082.0,24,187,80,AS Saint-Étienne,Argentina
Defense,62,1843.0,23,172,73,FC Schalke 04,Ghana
GoalKeeper,76,1925.0,23,183,78,FC Academica Clinceni,Iran
Defense,75,12292.0,24,187,83,Reading,Belgium
Defense,54,3422.0,21,176,83,Portimonense SC,England
GoalKeeper,63,709.0,31,183,83,FC Viktoria 1889 Berlin,Sierra Leone
Midfield,54,500.0,19,175,68,Crystal Palace,Sierra Leone
Midfield,62,1337.0,21,179,70,Academia Puerto Cabello,Israel
Midfield,76,15639.0,32,183,73,Sporting Kansas City,China PR
Defense,70,19465.0,29,191,80,AJ Auxerre,Spain
Defense,70,569.0,27,183,78,BK Häcken,United States
Defense,79,1490.0,28,178,64,Sutton United,Honduras
Defense,72,63480.0,24,188,77,Abha Club,Austria
Midfield,64,500.0,18,181,72,CD Mirandés,Argentina
Defense,62,6286.0,26,174,70,Godoy Cruz,Tunisia
Defense,63,628.0,23,183,78,Barrow,Guyana
Midfield,79,21959.0,29,184,80,AS Saint-Étienne,Spain
Defense,63,2855.0,31,184,73,Sporting Kansas City,Russia
GoalKeeper,64,567.0,31,183,75,AS Saint-Étienne,Denmark
GoalKeeper,54,1259.0,24,197,73,Real Sociedad B,Portugal
Offense,53,3920.0,25,186,75,SV Ried,Honduras
Midfield,66,1097.0,20,183,69,Huddersfield Town,Paraguay
Defense,64,500.0,20,182,83,Vitória de Guimarães,Slovakia
Offense,73,1473.0,31,183,73,Sporting Kansas City,Morocco
Midfield,64,500.0,22,185,70,Crawley Town,Ecuador
Midfield,53,500.0,21,180,91,Atlanta United,Slovakia
Defense,64,6525.0,28,188,72,Universidad Técnica de Cajamarca,Finland
Offense,59,40091.0,29,187,81,FC Arouca,France
Defense,64,8040.0,31,183,69,Club Universitario de Deportes,Mexico
Defense,70,10378.0,28,181,72,Atlético Nacional,Chile
Midfield,56,500.0,19,176,68,Valencia CF,Romania
Midfield,76,12714.0,27,183,79,Atlético Nacional,Saudi Arabia
Defense,73,10673.0,28,180,80,Unión Deportiva Las Palmas,Israel
Defense,78,5260.0,27,182,80,Sporting Kansas City,Colombia
Midfield,60,1226.0,20,184,82,Radomiak Radom,India
Defense,67,40689.0,27,187,77,KAS Eupen,Italy
Defense,61,608.0,28,176,73,Toronto FC,Norway
Midfield,55,579.0,24,183,65,Malmö FF,China PR
Defense,72,10384.0,24,178,73,Toronto FC,Peru
Offense,66,516.0,24,180,74,Club Cerro Porteño,Saudi Arabia
Defense,76,21357.0,31,182,72,Morecambe,Serbia
Defense,63,927.0,21,176,70,Al Ahli,Saint Lucia
Defense,73,5608.0,28,182,75,Toronto FC,Argentina
Defense,79,25538.0,31,182,73,Lillestrøm SK,Mali
Defense,82,24144.0,29,183,70,AC Ajaccio,Chile
Defense,75,37736.0,29,194,78,FC Porto,Nigeria
Midfield,76,3498.0,24,182,75,Oita Trinita,Israel
Defense,66,7505.0,22,174,78,FC Cincinnati,Georgia
Midfield,73,1524.0,22,175,69,Austin FC,Cape Verde Islands
Offense,61,1797.0,27,186,84,Racing Club,England
Defense,79,8654.0,32,183,73,AS Saint-Étienne,Spain
Offense,61,781.0,18,179,74,FC U Craiova 1948,England
Defense,69,7290.0,30,183,81,Montpellier Hérault SC,United Arab Emirates
Defense,63,5925.0,30,182,65,Seongnam FC,Germany
Midfield,66,1449.0,20,174,67,TSG Hoffenheim,Korea Republic
Defense,75,14651.0,32,183,73,Club Cerro Porteño,Spain
Defense,75,31849.0,25,188,82,FC Sion,Argentina
Defense,51,3389.0,20,181,79,RSC Anderlecht,England
Midfield,65,500.0,20,183,75,Sporting Kansas City,Portugal
GoalKeeper,74,60154.0,21,184,74,Leeds United,Argentina
Midfield,67,1879.0,31,170,82,Gillingham,Bulgaria
GoalKeeper,64,720.0,34,185,79,Dundee FC,Croatia
Defense,84,4709.0,31,177,74,Cádiz CF,Angola
Midfield,75,8083.0,27,184,74,Cheltenham Town,Saint Lucia
Defense,66,5136.0,32,185,77,Toronto FC,Argentina
GoalKeeper,79,10564.0,31,185,85,Manchester United,Haiti
Midfield,70,1911.0,33,190,74,Deportivo Toluca,Argentina
Midfield,64,7406.0,31,187,80,FC Botoşani,Poland
Midfield,61,1199.0,23,176,77,Olympique de Marseille,Venezuela
Midfield,74,4894.0,29,188,83,Toronto FC,Saudi Arabia
Offense,70,1208.0,30,188,64,Mazatlán Futbol Club,France
Defense,69,13004.0,32,191,83,Odds BK,Germany
Defense,63,2140.0,24,173,75,Spartak Moskva,North Macedonia
Midfield,71,11555.0,29,183,74,Atlético de Madrid,Portugal
GoalKeeper,63,500.0,31,195,83,Henan Songshan Longmen FC,England
Defense,62,500.0,29,181,74,Lillestrøm SK,Norway
Offense,86,12128.0,29,184,74,AS Saint-Étienne,Portugal
Defense,73,1249.0,21,181,70,Genoa,Netherlands
Defense,61,1351.0,30,189,73,Elche CF,Germany
GoalKeeper,69,12994.0,35,192,78,Real Sociedad B,Denmark
Defense,78,21773.0,31,183,73,AS Saint-Étienne,Belgium
Defense,73,1368.0,31,185,69,Patronato,Spain
GoalKeeper,76,9116.0,28,188,84,Ipswich Town,Germany
Defense,64,9285.0,28,185,82,LOSC Lille,Cyprus
Defense,50,1075.0,23,187,78,AS Saint-Étienne,Republic of Ireland
Midfield,69,10426.0,23,183,81,Venezia FC,Liberia
Offense,69,50442.0,29,180,73,VfB Stuttgart,Saudi Arabia
Defense,73,7249.0,27,183,78,Benevento,England
Defense,64,2484.0,23,175,73,FC Botoşani,Egypt
Midfield,63,2193.0,26,172,69,AFC Bournemouth,Japan
Defense,77,48069.0,26,194,75,Guangzhou FC,South Africa
Midfield,72,8258.0,31,183,79,Swansea City,Kosovo
Offense,74,70719.0,32,184,72,Atlético Nacional,Argentina
Defense,76,9614.0,25,175,75,Sporting Kansas City,Portugal
Defense,51,707.0,34,182,72,Atlético Nacional,Nigeria
Midfield,54,500.0,23,171,65,Seraing,Poland
GoalKeeper,76,4628.0,31,196,80,Atlético de Madrid,Wales
Defense,72,6889.0,32,178,75,Derry City,Argentina
Defense,74,500.0,32,175,74,Spartak Moskva,Bulgaria
Defense,71,14182.0,32,174,79,FC Schalke 04,Germany
Defense,67,67107.0,26,189,73,Toronto FC,France
Defense,71,9263.0,22,184,74,Real Sociedad B,Poland
Offense,69,6946.0,18,175,74,Accrington Stanley,Honduras
GoalKeeper,62,1154.0,27,197,86,Millwall,England
Defense,71,500.0,17,183,71,FC Sochaux-Montbéliard,Slovakia
Midfield,55,1267.0,23,182,68,Atlético Nacional,Argentina
Defense,73,1092.0,33,187,75,AC Monza,Honduras
Defense,71,11819.0,24,182,72,Club Independiente Santa Fe,Malawi
Offense,76,3999.0,26,193,79,Swindon Town,Republic of Ireland
Defense,64,9063.0,25,183,72,Real Sociedad B,Spain
Defense,64,5107.0,21,182,72,FC Schalke 04,Japan
Midfield,74,3908.0,29,186,73,Atlético Nacional,Brazil
GoalKeeper,72,1082.0,28,195,83,CD Antofagasta,Germany
Offense,67,12744.0,27,189,78,SC Paderborn 07,Honduras
Defense,66,22418.0,22,180,71,RKC Waalwijk,Sweden
Midfield,56,1136.0,24,177,66,Bruk-Bet Termalica Nieciecza,India
Defense,73,24103.0,29,182,73,ATK Mohun Bagan FC,Sweden
Defense,68,511.0,20,179,92,Sheffield Wednesday,England
Defense,65,1764.0,27,186,91,Club Cerro Porteño,Norway
GoalKeeper,63,1630.0,34,182,68,Atlético de Madrid,Argentina
Defense,72,8570.0,18,169,76,SK Sturm Graz,Slovakia
Defense,74,1596.0,23,183,73,AS Saint-Étienne,Saudi Arabia
GoalKeeper,62,3008.0,25,185,78,D.C. United,Italy
GoalKeeper,80,792.0,22,196,74,1. FC Köln,England
Defense,63,40491.0,32,179,83,İstanbul Başakşehir FK,Germany
Defense,63,3963.0,29,185,75,USL Dunkerque,Serbia
GoalKeeper,64,17305.0,29,189,75,AS Saint-Étienne,England
Defense,64,9065.0,23,189,80,FC Vizela,Brazil
Offense,52,965.0,30,168,60,SV Zulte Waregem,France
GoalKeeper,72,1177.0,29,188,87,Liverpool,Denmark
Midfield,65,963.0,24,170,75,Junior FC,Cyprus
GoalKeeper,64,1036.0,28,201,91,Club Nacional,Japan
Defense,62,500.0,23,179,86,Brisbane Roar,Slovakia
Offense,59,25870.0,29,175,69,Jamshedpur FC,England
Midfield,71,2803.0,32,179,73,Atlético de Madrid,Argentina
Defense,74,2220.0,28,182,82,AS Saint-Étienne,Sweden
Defense,77,3642.0,27,187,81,Lazio,Spain
Defense,64,19073.0,25,169,66,FC Twente,Wales
GoalKeeper,76,6480.0,29,187,72,Atlético Nacional,Saudi Arabia
Defense,72,39598.0,29,185,75,Leeds United,Cameroon
Defense,74,1112.0,22,189,72,Club Cerro Porteño,Norway
Midfield,74,14369.0,29,179,81,FC Schalke 04,Brazil
Defense,67,39046.0,28,188,77,Stade Rennais FC,Chile
Defense,65,1540.0,29,173,83,FC Groningen,United States
Defense,78,17020.0,31,188,72,Real Sociedad B,Colombia
Defense,73,10435.0,31,185,76,Lillestrøm SK,Belgium
GoalKeeper,66,6329.0,23,183,79,Fortuna Sittard,Croatia
GoalKeeper,64,8905.0,26,194,74,Crotone,England
Midfield,63,2098.0,24,177,76,Club Cerro Porteño,Poland
Defense,77,2451.0,31,183,81,Fluminense,Sierra Leone
Offense,74,11036.0,25,174,76,AS Saint-Étienne,Norway
Midfield,73,1291.0,20,180,68,Borussia Dortmund II,England
Defense,79,1144.0,34,186,63,Club Atlético Independiente,Belgium
Midfield,56,878.0,29,174,64,Santa Clara,Republic of Ireland
Midfield,63,500.0,22,183,75,Orlando Pirates,Norway
Midfield,62,921.0,30,181,76,Sporting Kansas City,Morocco
Midfield,64,82889.0,26,181,74,Club Cerro Porteño,France
Midfield,56,736.0,19,177,74,Crawley Town,Ecuador
Defense,74,16023.0,29,180,73,Toronto FC,Belgium
Offense,76,10220.0,27,186,73,Atlético Nacional,Switzerland
Offense,71,12476.0,29,186,66,AS Saint-Étienne,Portugal
Defense,62,1196.0,33,168,73,AS Saint-Étienne,Sweden
Defense,80,9389.0,27,182,80,Club Atlético Aldosivi,Uzbekistan
Defense,64,500.0,27,183,85,CFR Cluj,Brazil
Defense,65,12046.0,27,184,72,Lillestrøm SK,France
Midfield,58,1093.0,25,189,65,Ipswich Town,India
Midfield,82,10655.0,34,182,75,Sheffield Wednesday,Honduras
Offense,58,5624.0,21,182,75,D.C. United,England
Defense,59,801.0,33,183,73,Portland Timbers,Sweden
Midfield,66,10321.0,29,183,73,AS Saint-Étienne,Poland
Defense,78,2835.0,32,184,73,AFC Bournemouth,Italy
Midfield,81,500.0,22,179,82,KV Mechelen,Wales
Midfield,64,1089.0,20,173,67,Chongqing Liangjiang Athletic,Côte d'Ivoire
Defense,72,500.0,21,174,68,Beijing Guoan FC,Spain
Midfield,61,1643.0,26,186,84,SC Braga,Liberia
Offense,62,10756.0,20,183,74,Sporting Kansas City,Colombia
Defense,61,25628.0,25,185,73,Girona FC,New Zealand
GoalKeeper,72,20353.0,29,185,75,Dinamo Zagreb,New Zealand
GoalKeeper,65,11840.0,27,183,73,Real Sociedad B,Spain
GoalKeeper,76,11703.0,31,177,63,Jagiellonia Białystok,Grenada
Defense,77,11042.0,32,193,73,Real Sociedad B,Congo DR
Midfield,71,1615.0,31,171,75,Club Cerro Porteño,England
Defense,76,8703.0,31,183,78,Sporting Kansas City,Spain
Defense,64,1153.0,25,175,73,Club Cerro Porteño,England
Midfield,61,500.0,23,198,64,Bengaluru FC,Uganda
Midfield,65,586.0,22,169,82,Atlético de Madrid,Colombia
GoalKeeper,65,85439.0,32,189,83,Al Ain FC,Croatia
Defense,74,1022.0,27,183,78,Wisła Kraków,Netherlands
Defense,63,8284.0,28,193,73,Atlético de Madrid,Mali
Defense,54,1070.0,22,185,80,SD Ponferradina,Scotland
Midfield,56,516.0,27,170,78,Plymouth Argyle,United States
Defense,65,3872.0,31,192,76,Toronto FC,Republic of Ireland
Defense,49,500.0,24,185,74,FC Schalke 04,Ghana
GoalKeeper,63,2118.0,29,178,74,Real Sociedad B,Saudi Arabia
Offense,79,1895.0,25,183,72,Sporting Kansas City,Norway
GoalKeeper,76,6711.0,37,187,73,RKC Waalwijk,Malawi
Defense,76,17691.0,31,185,73,Sporting Kansas City,Denmark
Defense,83,4688.0,34,169,72,Charlton Athletic,Israel
Offense,68,80887.0,30,169,75,Go Ahead Eagles,England
Defense,76,1201.0,26,190,75,Toronto FC,Spain
Offense,62,9870.0,22,181,74,Lillestrøm SK,Uruguay
Offense,53,1261.0,31,187,73,Al Batin,Slovenia
Defense,65,2468.0,27,172,75,AS Saint-Étienne,Guinea Bissau
Midfield,63,500.0,23,177,70,Atlético Nacional,Portugal
Midfield,74,5638.0,29,187,83,VfL Wolfsburg,Iran
Defense,75,2156.0,20,189,74,Real Sociedad B,Sweden
Defense,68,10043.0,25,185,74,Club Deportivo Palestino,Kosovo
Defense,74,9852.0,24,183,72,Atlético de Madrid,Denmark
Defense,76,4336.0,21,187,78,Atlético de Madrid,Colombia
Midfield,81,1483.0,29,184,79,Real Sociedad B,Colombia
Defense,75,16925.0,31,189,76,FBC Melgar,Haiti
Midfield,56,1072.0,20,174,68,Shakhtar Donetsk,Argentina
Midfield,74,7103.0,31,189,73,Sporting Kansas City,Spain
GoalKeeper,60,2129.0,34,186,77,Club Olimpia,Argentina
Midfield,57,1042.0,25,191,69,IF Elfsborg,Poland
GoalKeeper,73,500.0,21,188,75,FC Voluntari,Guinea
Defense,62,4509.0,27,188,80,Toronto FC,Argentina
Defense,78,10747.0,33,189,80,Sporting Kansas City,Italy
Defense,73,500.0,24,181,75,Al Tai,Colombia
Defense,65,1998.0,19,194,69,Real Sociedad B,Sweden
Defense,74,3573.0,28,189,80,Amiens SC,Sierra Leone
Defense,68,1226.0,31,183,70,New England Revolution,Germany
Defense,61,1218.0,29,182,73,Toronto FC,Republic of Ireland
Defense,63,500.0,32,183,78,Malmö FF,United States
Offense,81,8297.0,28,185,77,SK Rapid Wien,Grenada
Midfield,62,967.0,19,171,72,Sporting Kansas City,Norway
Offense,73,6012.0,25,183,79,Wigan Athletic,Côte d'Ivoire
GoalKeeper,62,1687.0,23,192,74,Sporting Kansas City,Ukraine
Defense,64,1148.0,31,189,82,AFC Chindia Târgoviște,Honduras
Midfield,60,864.0,19,171,69,Lechia Gdańsk,Ecuador
Defense,62,812.0,22,173,74,Toronto FC,Sweden
Defense,51,989.0,29,185,81,Nottingham Forest,Germany
Midfield,73,1291.0,22,183,79,Fulham,Romania
Offense,74,500.0,22,181,72,Atlético Nacional,Switzerland
Midfield,66,8128.0,36,178,74,Atlético Nacional,Denmark
GoalKeeper,82,28763.0,38,188,84,Club Deportivo Guabirá,England
Offense,70,1589.0,31,186,76,Atlético de Madrid,Serbia
Defense,51,500.0,22,174,79,Ipswich Town,Wales
Defense,86,12605.0,28,189,79,Club Deportivo Guabirá,Sierra Leone
Defense,85,10657.0,19,183,74,CS Emelec,Malawi
Defense,73,16722.0,31,188,78,Deportivo Alavés,Netherlands
Defense,65,36230.0,29,188,70,Sagan Tosu,Germany
Defense,71,1526.0,22,188,83,Seraing,Brazil
Defense,70,9689.0,31,179,80,CD Lugo,Israel
Defense,64,727.0,31,186,78,Real Sociedad B,Côte d'Ivoire
Offense,61,10309.0,25,179,80,SV Zulte Waregem,France
Midfield,62,1301.0,20,175,64,Middlesbrough,Poland
Defense,63,851.0,23,193,79,Bristol City,Germany
Midfield,56,1279.0,30,180,76,Club Cerro Porteño,Portugal
Defense,80,4956.0,28,190,84,RSC Anderlecht,Uzbekistan
Midfield,65,1407.0,20,184,74,DSC Arminia Bielefeld,Argentina
Midfield,63,4995.0,20,176,68,CS Mioveni,Slovakia
Midfield,65,21203.0,20,170,60,Al Ain FC,Sierra Leone
Defense,80,27481.0,28,187,76,Sporting Kansas City,Italy
Midfield,54,1759.0,20,176,66,Club Atlético Palmaflor,Poland
Offense,69,528.0,19,182,65,Clermont Foot 63,United States
Defense,53,4197.0,27,190,73,Atlético Nacional,Japan
Defense,80,10497.0,29,186,80,Boavista FC,Haiti
Defense,69,2968.0,25,181,83,Shakhtar Donetsk,Slovakia
GoalKeeper,67,4632.0,30,179,74,Arsenal,Honduras
Defense,52,32470.0,28,183,78,Bristol Rovers,Brazil
Offense,56,1043.0,17,174,64,PAOK,Poland
Defense,76,32363.0,28,179,79,Fiorentina,Sweden
Midfield,72,686.0,20,183,76,Universidad Técnica de Cajamarca,Liberia
Defense,76,28793.0,35,195,84,AFC Bournemouth,Brazil
Defense,65,3441.0,32,188,78,U.S. Sassuolo Calcio,Netherlands
Defense,61,500.0,18,178,77,Atlético de Madrid,Republic of Ireland
Midfield,57,1382.0,23,176,67,Real Sociedad B,Saudi Arabia
Defense,78,11237.0,28,192,84,Atakaş Hatayspor,Argentina
Defense,79,20132.0,23,182,70,Vitória de Guimarães,Netherlands
Midfield,64,1334.0,24,179,80,Sint-Truidense VV,China PR
Offense,66,70826.0,22,191,73,Morecambe,China PR
Defense,63,1355.0,28,187,81,Lillestrøm SK,Honduras
Midfield,72,46627.0,32,192,77,Atlético Nacional,Norway
Offense,62,2612.0,19,179,74,Eintracht Frankfurt,Portugal
Defense,60,4051.0,21,184,83,Al Ahli,Northern Ireland
Defense,57,890.0,20,183,77,Lillestrøm SK,England
Defense,74,11294.0,25,183,74,FC Schalke 04,Sweden
Midfield,53,854.0,19,169,71,Yokohama F. Marinos,Chile
Midfield,55,689.0,22,185,72,Bruk-Bet Termalica Nieciecza,Tunisia
Midfield,87,10518.0,26,186,81,Lillestrøm SK,Republic of Ireland
Defense,77,5816.0,27,170,79,Pohang Steelers,Uzbekistan
Defense,73,17893.0,31,185,81,Club Cerro Porteño,France
Midfield,54,872.0,20,172,83,Oud-Heverlee Leuven,India
Offense,73,17564.0,36,169,75,Toronto FC,Denmark
Defense,62,3845.0,29,174,78,SK Sturm Graz,Spain
Defense,76,8029.0,32,184,64,SK Austria Klagenfurt,Jamaica
Midfield,57,1354.0,19,177,66,Vejle Boldklub,Algeria
Defense,77,4086.0,27,183,83,Club Cerro Porteño,Spain
Defense,75,544.0,27,183,83,Shenzhen FC,Argentina
GoalKeeper,61,7676.0,23,178,73,Malmö FF,Dominican Republic
GoalKeeper,69,3677.0,29,186,79,Warta Poznań,Paraguay
Midfield,54,1027.0,18,167,76,AS Saint-Étienne,Portugal
Midfield,70,10920.0,24,178,82,Houston Dynamo,Iran
Midfield,63,500.0,26,184,75,Atlético de Madrid,Portugal
Midfield,65,1453.0,23,183,82,SC Cambuur,Romania
Defense,72,7756.0,29,187,79,Ettifaq FC,Portugal
Midfield,78,11838.0,30,187,74,Willem II,Trinidad and Tobago
Midfield,76,10892.0,29,187,73,Sporting Kansas City,Morocco
Defense,65,500.0,24,183,75,St. Patrick's Athletic,Netherlands
Defense,68,1207.0,31,171,74,Palmeiras,Netherlands
Midfield,73,968.0,32,185,73,Atlético Nacional,Kosovo
GoalKeeper,75,1292.0,30,185,93,Metropolitanos de Caracas FC,Croatia
Defense,69,5098.0,20,183,78,Hamburger SV,Liberia
Midfield,74,1592.0,25,171,81,Atlético Nacional,Norway
Defense,65,1050.0,32,183,75,Sporting Kansas City,Saudi Arabia
Midfield,55,908.0,20,178,76,Sporting Kansas City,England
GoalKeeper,74,564.0,22,198,84,Sepsi OSK Sf. Gheorghe,Germany
Midfield,58,1320.0,21,183,69,Atlético Nacional,Ecuador
Defense,78,22347.0,27,190,75,Sporting Kansas City,China PR
GoalKeeper,63,989.0,32,177,79,Real Sociedad B,Congo DR
Defense,70,41189.0,21,182,73,FC Midtjylland,Honduras
Defense,68,78919.0,29,184,77,Chennaiyin FC,Uzbekistan
Midfield,64,16066.0,29,168,68,AFC Bournemouth,Belgium
Midfield,64,881.0,21,182,94,Universidad Técnica de Cajamarca,Angola
Defense,64,87104.0,31,183,76,Toronto FC,Germany
GoalKeeper,63,910.0,23,178,74,Atlético Nacional,Portugal
Midfield,54,500.0,26,170,69,Hibernian,Argentina
Defense,62,500.0,19,180,74,Al Faisaly,Cape Verde Islands
Defense,75,1333.0,22,185,79,FC Sion,Croatia
Defense,66,1012.0,19,186,70,Real Madrid CF,Malawi
Defense,64,500.0,17,184,71,Kalmar FF,Bulgaria
Defense,75,28508.0,35,175,76,FC Basel 1893,Israel
Defense,64,38720.0,24,183,73,Atlético de Madrid,Albania
Defense,76,66444.0,29,189,80,Cruz Azul,Scotland
Midfield,87,1489.0,23,183,74,FC Barcelona,Morocco
Defense,71,2075.0,23,183,82,RCD Mallorca,Israel
Defense,73,11865.0,32,182,80,AZ Alkmaar,Honduras
Defense,74,50543.0,32,189,74,Queens Park Rangers,Kazakhstan
Offense,50,500.0,26,175,66,CD Huachipato,England
GoalKeeper,69,28375.0,18,189,72,FC Voluntari,Croatia
Midfield,72,1760.0,22,188,75,Real Sociedad B,Argentina
Defense,77,1227.0,28,185,80,Atakaş Hatayspor,Germany
Offense,60,90525.0,27,178,74,Queens Park Rangers,China PR
GoalKeeper,65,648.0,30,197,74,Club Cerro Porteño,France
GoalKeeper,78,500.0,31,189,73,Atlético Nacional,Saudi Arabia
Midfield,56,500.0,20,176,68,Lechia Gdańsk,India
Defense,79,10837.0,27,182,74,AS Saint-Étienne,Spain
GoalKeeper,65,4407.0,31,190,81,Royale Union Saint-Gilloise,New Zealand
Defense,70,1121.0,25,180,74,Toronto FC,Belgium
Defense,69,44747.0,23,184,77,FC Sion,Colombia
Defense,78,11147.0,29,187,80,Club de Foot Montréal,Spain
Defense,57,8688.0,29,194,84,Macarthur FC,Germany
Defense,69,4520.0,29,182,83,Bologna,Finland
Defense,75,24249.0,24,183,78,APOEL Nicosia FC,Tunisia
Defense,84,500.0,31,191,79,Cádiz CF,Israel
Midfield,67,48041.0,25,173,77,AFC Wimbledon,Norway
Midfield,53,814.0,20,174,67,TSV Havelse,Israel
Defense,77,64213.0,25,186,76,Antalyaspor,Japan
Midfield,78,9042.0,23,179,65,Legia Warszawa,Argentina
Defense,67,3853.0,26,179,78,Shandong Taishan,Germany
Defense,62,500.0,31,175,74,Atlético de Madrid,Ghana
Midfield,63,749.0,22,177,76,Club Cerro Porteño,Nigeria
Defense,72,42714.0,30,187,77,Al Hazem,Poland
Midfield,75,657.0,24,177,65,Lechia Gdańsk,Bolivia
Defense,72,82081.0,26,179,74,FC Cartagena,Faroe Islands
Defense,64,1053.0,23,175,75,Sporting Kansas City,Spain
Midfield,53,618.0,31,176,66,US Salernitana 1919,Honduras
Defense,73,1621.0,25,185,74,FC Schalke 04,Sweden
Defense,78,11856.0,33,189,73,Lillestrøm SK,France
Midfield,68,6210.0,24,177,73,Yokohama F. Marinos,United States
Defense,64,28935.0,29,176,75,Western United FC,Grenada
Midfield,59,1131.0,19,175,59,Shakhtar Donetsk,Côte d'Ivoire
Defense,74,60788.0,22,179,81,Cagliari,Spain
GoalKeeper,74,48764.0,31,174,74,Kaizer Chiefs,Indonesia
Defense,75,2208.0,31,190,76,Club Cerro Porteño,England
